user;date;text;location;retweeter_usr
monkmonkii;Sat Feb 12 11:52:46 +0000 2022;"RT @cartoonmovement: The princess and the pea. Cartoon by @zemguszaharans: https://t.co/qjd3mkKbGE

#Putin #Ukraine #Russia #NATO #war http…";ZoOoOoOoOoOoO;KatyaYushchenko
TheAlexHughes;Sat Feb 12 11:52:45 +0000 2022;RT @PhantomPower14: Britain - ready to risk war with Russia to defend Ukraine’s sovereignty while doing everything to deny Scotland’s sover…;Scotland;KatyaYushchenko
beroshvili11;Sat Feb 12 11:52:45 +0000 2022;RT @UmlandAndreas: A common Western misperception is that Ukrainians are unhappy about not getting enough direct help from the West. A far…;Tartu, Eesti;KatyaYushchenko
auchapeaunoir;Sat Feb 12 11:52:43 +0000 2022;RT @tony_pro: BREAKING Ukraine has been at war with Russia for the past 8 years;Brussels, Belgium;KatyaYushchenko
Adijksma1985;Sat Feb 12 11:52:39 +0000 2022;RT @HannibalAntaki: For first time we have a date for the beginning of a war. #USA say that #Russia will invade #Ukraine on 16 February. No…;Den Haag, Nederland;KatyaYushchenko
ElCanguro76;Sat Feb 12 11:52:33 +0000 2022;RT @SariArhoHavren: @andrewmichta says Russian attack on Ukraine is likely. “We are already engaged in a hybrid war with Russia and China…C…;Brisbanópolis;KatyaYushchenko
yiikes9000;Sat Feb 12 11:52:32 +0000 2022;RT @DefenseBaron: Arms industry PR reps are sending us pitches boasting that their weapons systems may be used in the pending Russia-Ukrain…;Mont Pèlerin;KatyaYushchenko
Kushfemi;Sat Feb 12 11:52:32 +0000 2022;"RT @DejiAdesogan: We hope the looming war between #Russia &amp; #Ukraine will be resolved peacefully. But as foreign countries has started call…";Lagos;KatyaYushchenko
Fireking492;Sat Feb 12 11:52:25 +0000 2022;"RT @ActivistHenry: Anyone notice how it's only NATO countries and their allies predicting that Russia is going to invade the Ukraine? 

Mea…";Cincinnati, Ohio;KatyaYushchenko
PhilippGeSr;Sat Feb 12 11:52:23 +0000 2022;RT @anders_aslund: After the once again failed Normandy conversation about Donbas in Berlin yesterday, the diplomatic process about Russia'…;Straubing, Germany;KatyaYushchenko
mike_del_;Sat Feb 12 11:52:17 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;New Orleans, LA;KatyaYushchenko
Finkley1;Sat Feb 12 11:52:12 +0000 2022;RT @mattzarb: Cheering on the prospect of “standing up to Putin” by going to war with Russia, pretending they have friends in Ukraine who a…;Preston;KatyaYushchenko
BritUkrAid;Sat Feb 12 11:52:07 +0000 2022;RT @UmlandAndreas: A common Western misperception is that Ukrainians are unhappy about not getting enough direct help from the West. A far…;United Kingdom;KatyaYushchenko
Ajojo1st;Sat Feb 12 11:51:58 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;San Francisco, USA;KatyaYushchenko
psccongress247;Sat Feb 12 11:51:53 +0000 2022;"RT @SarahRobert42: Putin : ''If Ukraine joins NATO &amp; attempts to bring Crimea back, European countries will be pulled into a war with Russi…";Federal Capital Territory, Nig;KatyaYushchenko
LadyRebecca_1;Sat Feb 12 11:51:45 +0000 2022;"RT @LadyRebecca_1: If Russia do invade Ukraine &amp; start a war, I will blame the BBC 🔥"; 🇬🇧 United Kingdom ;KatyaYushchenko
simoncosgrove;Sat Feb 12 11:51:44 +0000 2022;RT @ilya_nuzov: While everyone is trying to compute whether Putin will plunge Europe into a full scale war, we should be cognizant of the f…;England, EU;KatyaYushchenko
PaulEfambejr;Sat Feb 12 11:51:44 +0000 2022;RT @MailOnline: Western citizens told to get out of Ukraine while they still can as there will be no military evacuation https://t.co/y7q3r…;Somewhere...Mother Earth...;KatyaYushchenko
heather_venter;Sat Feb 12 11:51:37 +0000 2022;"RT @SilingWu: An antiwar rally in Kiev in front of US embassy in Ukraine. 

The protesters demand from US to stop intereference in Ukraine…";East Yorkshire - England;KatyaYushchenko
ChrispyHargrave;Sat Feb 12 11:51:36 +0000 2022;"RT @MadamMiaow: It’s crucial to know how the mainstream media are driving us to war with Russia and China by twisting events &amp; bombarding u…";Charlottesville, VA;KatyaYushchenko
MarisciaFox;Sat Feb 12 11:51:28 +0000 2022;RT @KatyaYushchenko: It really hurts that Russia has been able to build its military and conduct its current war in Ukraine with the money…;Boston, MA;KatyaYushchenko
rory20s;Sat Feb 12 11:51:20 +0000 2022;"RT @MadamMiaow: It’s crucial to know how the mainstream media are driving us to war with Russia and China by twisting events &amp; bombarding u…";EU;KatyaYushchenko
G0MBL;Sat Feb 12 11:51:12 +0000 2022;"RT @WarmongerHodges: Starmer's ""considered"" response to the Ukraine-Russia situation amounts to slagging off Jeremy Corbyn/Stop The War and…";Ramsgate, England;KatyaYushchenko
AlebionShrugged;Sat Feb 12 11:51:04 +0000 2022;RT @SolHughesWriter: Starmer flew to Brussels to cosplay a guy in a Rock Hard NATO standing firm against Putin. But actual NATO nation lead…;England, United Kingdom;KatyaYushchenko
Shailendra8104;Sat Feb 12 11:50:57 +0000 2022;RT @palkisu: U.S. predicts “a rapid assault on Kyiv before Feb 20,” evacuates embassy, asks citizens to leave. Russia says Washington is fa…;Mathura;KatyaYushchenko
gjsnath;Sat Feb 12 11:50:50 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;Guwahati, India;KatyaYushchenko
HaislipJeff;Sat Feb 12 11:50:46 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Texas;KatyaYushchenko
bal_boris;Sat Feb 12 11:50:39 +0000 2022;"RT @sarahrainsford: Parallel worlds

Americans on my Twitter feed are talking, very alarmingly, of imminent all-out war in Ukraine

Russian…";м. Харків;KatyaYushchenko
Echoraljpangio;Sat Feb 12 11:50:27 +0000 2022;"RT @cartoonmovement: The princess and the pea. Cartoon by @zemguszaharans: https://t.co/qjd3mkKbGE

#Putin #Ukraine #Russia #NATO #war http…";Avignon, France / Montpellier France;KatyaYushchenko
I_read_the_news;Sat Feb 12 11:50:26 +0000 2022;RT @maxseddon: Russia and US are both evacuating their diplomatic staff from Ukraine, with each side accusing the other of planning some so…;Sacramento, CA;KatyaYushchenko
_nisyy_;Sat Feb 12 11:50:16 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Dublin City, Ireland;KatyaYushchenko
Es_Ellie_;Sat Feb 12 11:50:15 +0000 2022;RT @RALee85: I want to emphasize this once more, Russia's current military buildup near Ukraine is unprecedented. This is not like previous…;Valencia;KatyaYushchenko
nicransome;Sat Feb 12 11:50:14 +0000 2022;"RT @MadamMiaow: It’s crucial to know how the mainstream media are driving us to war with Russia and China by twisting events &amp; bombarding u…";Failed State (of mind);KatyaYushchenko
McmackinRoisin;Sat Feb 12 11:50:12 +0000 2022;RT @MailOnline: Western citizens told to get out of Ukraine while they still can as there will be no military evacuation https://t.co/y7q3r…;Northern Ireland;KatyaYushchenko
Dissarmoniya;Sat Feb 12 11:50:09 +0000 2022;RT @tony_pro: BREAKING Ukraine has been at war with Russia for the past 8 years;Україна;KatyaYushchenko
mbbelvin2021;Sat Feb 12 11:50:08 +0000 2022;RT @MailOnline: Russia blames fears of a Ukraine invasion on the 'Anglo-Saxon need for war' https://t.co/t3xdd0Ioe5;UK London;KatyaYushchenko
Claire67339956;Sat Feb 12 11:50:07 +0000 2022;"RT @Documark: Before banging drums of war in #Ukraine worth taking time to think about what it might mean for us all.
War with Russia will…";Wales;KatyaYushchenko
failingempirepr;Sat Feb 12 11:50:04 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;Lansing, MI;KatyaYushchenko
TheoGlitchedOut;Sat Feb 12 11:49:59 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;london-ish;KatyaYushchenko
ProMovement1;Sat Feb 12 11:49:56 +0000 2022;RT @qwk_slvr: #NoMoreWar! Stop creating a war that doesn't exist in Ukraine! They've said it for themselves that they're NOT worried about…;Stolen Land;KatyaYushchenko
karmaceejay;Sat Feb 12 11:49:56 +0000 2022;"RT @TimesNow: #UkraineQuestion

Ukraine migraine for India

India cautious on tensions. Amid new 'cold war' fears, India assesses Russia ti…";New Delhi, India;KatyaYushchenko
clancy_rosemary;Sat Feb 12 11:49:45 +0000 2022;"RT @WarmongerHodges: Starmer's ""considered"" response to the Ukraine-Russia situation amounts to slagging off Jeremy Corbyn/Stop The War and…";Aberdeen, Scotland;KatyaYushchenko
loxlo3;Sat Feb 12 11:49:41 +0000 2022;RT @_Georgeobeid: Ukrainians Prepare for War at The Site of The World's Worst #Nuclear Disaster #Ukraine #Military #Russia #𝒟𝒾𝑒𝒷𝒪1 #𝒟𝒾𝑒𝒷𝒪37…;Alcorcón;KatyaYushchenko
maria09121953;Sat Feb 12 11:49:40 +0000 2022;RT @tony_pro: BREAKING Ukraine has been at war with Russia for the past 8 years;Украина;KatyaYushchenko
CryptoDuncs;Sat Feb 12 11:49:16 +0000 2022;"RT @tedtalksmacro: The idea of war between Russia and Ukraine is a scary one for humanity and for global markets

I’d expect that Biden (lo…";London, England;KatyaYushchenko
AbdulYakas;Sat Feb 12 11:49:12 +0000 2022;"RT @DejiAdesogan: We hope the looming war between #Russia &amp; #Ukraine will be resolved peacefully. But as foreign countries has started call…";Kaduna, Nigeria;KatyaYushchenko
Turn_left_ahead;Sat Feb 12 11:49:10 +0000 2022;RT @Ershivi007: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences betwe…;Gloucester, England;KatyaYushchenko
bandergrad;Sat Feb 12 11:48:53 +0000 2022;RT @MarcelHVanHerpe: If there is any unprovoked attack by Russia on Ukraine the West must not only impose severe sanctions, but also prepar…;Ukraine, Kyiv;KatyaYushchenko
cachachau;Sat Feb 12 11:48:52 +0000 2022;RT @DailyMailUK: Russia blames fears of a Ukraine invasion on the 'Anglo-Saxon need for war' https://t.co/N6Eu71ZoUT;ÜT: 7.794012,-72.233455;KatyaYushchenko
bandergrad;Sat Feb 12 11:48:38 +0000 2022;RT @chitowntoktown: Reminder: Russia invaded Ukraine 8 years ago. It’s Europe’s only ongoing, shooting war. 7.2% of Ukraine’s territory is…;Ukraine, Kyiv;KatyaYushchenko
frankreid37;Sat Feb 12 11:48:36 +0000 2022;RT @LeslieH24367191: Corbyn hits back: Ex-leader unleashes fury after Starmer attack - 'Lets get it straight!' https://t.co/O8FbI11efu;North East, England;KatyaYushchenko
brussbowman;Sat Feb 12 11:48:33 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;'Murica;KatyaYushchenko
_dul__;Sat Feb 12 11:48:27 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Abuja, Nigeria;KatyaYushchenko
Nick42669;Sat Feb 12 11:48:24 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Illinois, USA;KatyaYushchenko
vmax_14;Sat Feb 12 11:48:24 +0000 2022;RT @Fio_edwards: As the war-mongers in Washington and London escalate their war-mongering against Russia, remember that the first casualty…;Ireland;KatyaYushchenko
animefotoman;Sat Feb 12 11:48:16 +0000 2022;"RT @MadamMiaow: It’s crucial to know how the mainstream media are driving us to war with Russia and China by twisting events &amp; bombarding u…";Em casa, assim como você;KatyaYushchenko
DarienBragg;Sat Feb 12 11:48:02 +0000 2022;RT @mattzarb: Cheering on the prospect of “standing up to Putin” by going to war with Russia, pretending they have friends in Ukraine who a…;Utrecht, The Netherlands;KatyaYushchenko
TCTheatrePeeps;Sat Feb 12 11:47:47 +0000 2022;"RT @steven_pifer: No. If war happens, it will because Vladimir Putin gave an order, and #Russia launches military assault on #Ukraine.

No…";Minneapolis, MN;KatyaYushchenko
steven47915156;Sat Feb 12 11:47:46 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Colorado, USA;KatyaYushchenko
dlotter;Sat Feb 12 11:47:43 +0000 2022;RT @bobincork: Who doubts that if modern Russia were a vibrant liberal democracy with a strong, diverse market economy, Ukraine would be de…;Pacific Northwest;KatyaYushchenko
sbot1330;Sat Feb 12 11:47:31 +0000 2022;RT @sam_d_1995: it’s remarkable to see how many people are comparing Russia’s imminent invasion of Ukraine to the Iraq war without realizin…;furrida  |  they/them;KatyaYushchenko
StevenENG19;Sat Feb 12 11:47:26 +0000 2022;RT @DailyMail: US citizens told to get out of Ukraine while they still can as there will be no military evacuation https://t.co/Yis2htaL0v;Great Britain;KatyaYushchenko
ChairmanFionn;Sat Feb 12 11:47:19 +0000 2022;RT @Fio_edwards: As the war-mongers in Washington and London escalate their war-mongering against Russia, remember that the first casualty…;Dublin City, Ireland;KatyaYushchenko
HeadFearless;Sat Feb 12 11:47:16 +0000 2022;RT @JDugudichi: War mongers globalists will stage a false flag attack on Ukraine and blame it on Russia just to start the war.;Germany;KatyaYushchenko
dyscerebrum_cat;Sat Feb 12 11:47:03 +0000 2022;RT @MailOnline: Western citizens told to get out of Ukraine while they still can as there will be no military evacuation https://t.co/y7q3r…;France;KatyaYushchenko
cmaefs;Sat Feb 12 11:47:02 +0000 2022;"RT @calxandr: “‘War with Ukraine will blow Russia up from within’.

An FSB lieutenant-colonel, president of the Union of ‘Alpha Group Offic…";Buffalo, NY;KatyaYushchenko
eloiseat6;Sat Feb 12 11:46:50 +0000 2022;RT @RALee85: I want to emphasize this once more, Russia's current military buildup near Ukraine is unprecedented. This is not like previous…;United States;KatyaYushchenko
JxNtX3hfyNWBdOm;Sat Feb 12 11:46:47 +0000 2022;RT @MarcelHVanHerpe: If there is any unprovoked attack by Russia on Ukraine the West must not only impose severe sanctions, but also prepar…;Новая Зеландия;KatyaYushchenko
Adscrypto2;Sat Feb 12 11:46:42 +0000 2022;"RT @PARABOLIT: Ukraine doesn't want war 

Russia doesn't want war 

United States keeps pushing war";SJ0KIEYE - binance 50/50 split;KatyaYushchenko
Tshepiso_Molomo;Sat Feb 12 11:46:41 +0000 2022;RT @DailyMail: US citizens told to get out of Ukraine while they still can as there will be no military evacuation https://t.co/Yis2htaL0v;South Africa;KatyaYushchenko
Hibbs126Carolyn;Sat Feb 12 11:46:34 +0000 2022;RT @TulsiGabbard: The neocons/warmongers have spent years stoking the new cold war with Russia and have now brought us to the brink in Ukra…;Ontario, CA;KatyaYushchenko
AnsisEgle;Sat Feb 12 11:46:33 +0000 2022;RT @maxseddon: Russia and US are both evacuating their diplomatic staff from Ukraine, with each side accusing the other of planning some so…;Riga;KatyaYushchenko
TheePurity;Sat Feb 12 11:46:31 +0000 2022;"RT @steven_pifer: No. If war happens, it will because Vladimir Putin gave an order, and #Russia launches military assault on #Ukraine.

No…";Fact-Based World;KatyaYushchenko
clancy_rosemary;Sat Feb 12 11:46:30 +0000 2022;RT @SolHughesWriter: Starmer flew to Brussels to cosplay a guy in a Rock Hard NATO standing firm against Putin. But actual NATO nation lead…;Aberdeen, Scotland;KatyaYushchenko
CarlosMarchioro;Sat Feb 12 11:46:25 +0000 2022;RT @AlanRMacLeod: The West is funnelling weapons to Neo-Nazis in Ukraine so they can carry out a brutal war against Russian speaking minori…;London;KatyaYushchenko
